Geography,product,unit,carbon footprint in kg CO2e,Source of information
Global,"sputtering target, sintered, indium tin oxide",kg,27.62732075,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sputtering, indium tin oxide, for liquid crystal display",m3,19722992.05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stalk,kg,0.031146509,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"start-up, heat and power co-generation unit, 160kW electrical",unit,107.7487596,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steam generation system, solar tower power plant, 20 MW",unit,583011.7063,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"steam, in chemical industry",kg,0.348792603,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"steam, in chemical industry",kg,0.303486867,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stearic acid,kg,0.540368231,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,steatite,kg,0.554719347,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,steel in car shredder residue,kg,0.028439757,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,steel in car shredder residue,kg,0.065437953,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by drilling, computer numerical controlled",kg,4.345429481,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by drilling, conventional",kg,3.966109981,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by milling, average",kg,4.302204349,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by milling, dressing",kg,9.245638378,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by milling, large parts",kg,4.132164701,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by milling, small parts",kg,5.456922264,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, average, computer numerical controlled",kg,5.146583743,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, average, conventional",kg,4.068356031,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, primarily dressing, computer numerical controlled",kg,6.064668535,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, primarily dressing, conventional",kg,4.202189519,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, primarily roughing, computer numerical controlled",kg,4.223326642,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel removed by turning, primarily roughing, conventional",kg,3.933876005,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel, chromium steel 18/8",kg,4.947117,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel, chromium steel 18/8, hot rolled",kg,5.209725789,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel, low-alloyed",kg,1.985935072,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel, low-alloyed, hot rolled",kg,2.243037592,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"steel, unalloyed",kg,1.805879549,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stibnite concentrate,kg,5.354186335,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"stimulation, deep well",m3,69.76972204,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"stirling heat and power co-generation unit, 3kW electrical, wood pellet, future",unit,3160.498303,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"stockpiling of anode slime from electrorefining of copper, anode",kg,3.435282033,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stone groundwood pulp,kg,1.416227469,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stone meal,kg,0.063873403,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stone wool,kg,1.337477652,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stone wool factory,unit,86630538.39,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"stone wool, packed",kg,1.397235456,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"storage building, chemicals, solid",unit,4591168.688,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"storage, 10'000 l",unit,5861.343802,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"storage, 650 l mini CHP plant",unit,1798.470911,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,straw,kg,0.049007615,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,straw,kg,0.096164962,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"straw, organic",kg,0.040270647,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"straw, organic",kg,0.057872112,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"straw, stand-alone production",kg,0.124840631,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"straw, stand-alone production",kg,0.124760531,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,strawberry,kg,0.587943206,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"strawberry seedling, for planting",unit,0.041506089,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stretch blow moulding,kg,1.669161058,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,strontium carbonate,kg,2.389413954,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"strontium sulfate, 90% SrSO4",kg,1.065168223,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,structural timber,m3,152.6982871,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,structural timber,m3,107.0618221,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,stucco,kg,0.099894338,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,styrene,kg,3.286538705,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,styrene-acrylonitrile copolymer,kg,4.315543348,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,succinic acid,kg,3.746112777,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,sugar beet,kg,0.052575053,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sugar beet,kg,0.062885305,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sugar beet pulp,kg,0.147946021,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugar beet seed, for sowing",kg,2.456797404,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sugar refinery,unit,7838566.086,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugar, from sugar beet",kg,0.567343798,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugar, from sugarcane",kg,0.799770863,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,sugarcane,kg,0.002051757,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Colombia,sugarcane,kg,0.021812187,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sugarcane,kg,0.073265088,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugarcane loading, by loader",ha,82.75623666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugarcane transfer, by dump cart",ha,231.6643707,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sugarcane vinasse application, by wheel reel irrigation",ha,36.41751984,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sulfamic acid,kg,1.772712672,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfate pulp, bleached",kg,0.503048729,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"sulfate pulp, bleached",kg,0.375697738,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfate pulp, unbleached",kg,0.396766938,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"sulfate pulp, unbleached",kg,0.295404854,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,"sulfidic tailing, off-site, high gold content",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"sulfidic tailings, from cinnabar mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from cinnabar mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Australia,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Chile,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Indonesia,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Kazakhstan,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Peru,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Zambia,"sulfidic tailings, from copper mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Argentina,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Australia,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Colombia,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Kazakhstan,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Mexico,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Peru,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Papua New Guinea,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"sulfidic tailings, from gold mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Canada,"sulfidic tailings, from nickel mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from nickel mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"sulfidic tailings, from nickel mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,"sulfidic tailings, from nickel mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Australia,"sulfidic tailings, from silver mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from silver mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Mexico,"sulfidic tailings, from silver mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"sulfidic tailings, from silver mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Australia,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
India,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Kazakhstan,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Mexico,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Peru,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"sulfidic tailings, from zinc-lead mine operation",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sulfidic tailings, generic",kg,-3.72E-17,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sulfite,kg,1.579722199,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,sulfite,kg,1.337682002,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sulfite pulp, bleached",kg,1.330769978,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sulfur,kg,0.18449777,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sulfur dichloride,kg,0.932071521,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,sulfur dichloride,kg,0.570252493,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfur dioxide, liquid",kg,0.466618769,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"sulfur dioxide, liquid",kg,0.314833927,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"sulfur hexafluoride, liquid",kg,132.8486931,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"sulfur hexafluoride, liquid",kg,127.6883966,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sulfur stockpiling,kg,0.025949973,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sulfur trioxide,kg,0.576699796,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,sulfur trioxide,kg,0.350881194,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,sulfuric acid,kg,0.175976939,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,sulfuric acid,kg,0.120914875,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sulfuryl chloride,kg,1.446264579,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sunflower seed,kg,1.339621821,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"sunflower seed, Swiss integrated production",kg,0.641383773,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sunflower seed, for sowing",kg,2.159360103,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sunflower silage,kg,0.226018152,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sunn hemp plant, harvested",kg,0.135124348,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,supplementary cementitious materials,kg,0.027052727,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,supplementary cementitious materials,kg,0.019559844,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,supplementary cementitious materials,kg,0.00037324,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"supply air inlet, steel/SS, DN 75",unit,10.24387312,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"swath, by rotary windrower",ha,18.67508771,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sweet corn,kg,0.273135476,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sweet gas, burned in gas turbine",MJ,0.067159118,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sweet sorghum grain,kg,0.229477686,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,sweet sorghum stem,kg,0.027263045,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sweetening, natural gas",m3,0.277603694,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"swine for slaughtering, live weight",kg,8.095955927,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"switch, toggle type",kg,31.96239302,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,synthetic gas,m3,0.032181322,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,synthetic gas,m3,0.063974268,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,synthetic gas factory,unit,567395.001,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"synthetic graphite, battery grade",kg,5.386375076,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"synthetic graphite, battery grade",kg,4.008692057,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,synthetic rubber,kg,2.966731397,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tailing, from uranium milling",m3,6.224206499,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tall oil, crude",kg,0.838693032,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tallow, unrefined",kg,0.037745387,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tanker, for liquefied natural gas",unit,32850578.94,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tanker, for liquid goods other than petroleum and liquefied natural gas",unit,79344014.77,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tanker, for petroleum",unit,32255434.42,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tantalum concentrate, 30% Ta2O5",kg,34.74870703,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tantalum powder, capacitor-grade",kg,173.2820963,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Brazil,tap water,kg,0.00061163,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
